"rank","personName","finalWorth","age","country","industries","selfMade","gdp_country","gross_tertiary_education_enrollment","tax_revenue_country","total_tax_rate_country","population_country","female"
787,"Josh Kushner",3600,37,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
787,"Stephen Mandel, Jr.",3600,67,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
787,"Mohamed Mansour",3600,75,"United Kingdom","Diversified",1,2827.113184696,60,25.5,30.6,66.834405,0
787,"Masahiro Miki",3600,67,"Japan","Fashion & Retail",1,5081.76954238,63.2,11.9,46.7,126.226568,0
787,"Masahiro Noda",3600,84,"Japan","Technology",1,5081.76954238,63.2,11.9,46.7,126.226568,0
787,"Cliff Obrecht",3600,37,"Australia","Technology",1,1392.680589329,113.1,23,47.4,25.766605,0
787,"Melanie Perkins",3600,35,"Australia","Technology",1,1392.680589329,113.1,23,47.4,25.766605,1
787,"J.B. Pritzker",3600,58,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
787,"Juan Roig",3600,73,"Spain","Fashion & Retail",0,1394.116310769,88.9,14.2,47,47.076781,0
787,"Jerry Speyer & family",3600,82,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
787,"Lawrence Stroll",3600,63,"Switzerland","Fashion & Retail",1,703.08243536,59.6,10.1,28.8,8.574832,0
787,"Wang Junlin",3600,60,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
787,"Xia Zuoquan",3600,61,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
787,"Zeng Fangqin",3600,57,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,1
787,"Zhang Jian",3600,54,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
818,"Rocco Basilico",3500,33,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
818,"Maurizio Billi",3500,65,"Brazil","Healthcare",0,1839.758040766,51.3,14.2,65.1,212.559417,0
818,"Fashu Chen",3500,62,"China","Finance & Investments",1,19910,50.6,9.4,59.2,1397.715,0
818,"Giuseppe Crippa & family",3500,87,"Italy","Manufacturing",1,2001.244392042,61.9,24.3,59.1,60.297396,0
818,"Daniel D'Aniello",3500,76,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Claudio Del Vecchio",3500,66,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
818,"Clemente Del Vecchio",3500,18,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,0
818,"Leonardo Maria Del Vecchio",3500,27,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,0
818,"Luca Del Vecchio",3500,21,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,0
818,"Marisa Del Vecchio",3500,64,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,1
818,"Paola Del Vecchio",3500,61,"Luxembourg","Fashion & Retail",0,71.104919108,19.2,26.5,20.4,0.645397,1
818,"Walter P.J. Droege",3500,70,"Germany","Finance & Investments",1,3845.630030824,70.2,11.5,48.8,83.132799,0
818,"Fan Daidi",3500,57,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,1
818,"Peter Gassner",3500,58,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Mikhail Gutseriev",3500,65,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
818,"Leng Youbin",3500,54,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
818,"Daniel Loeb",3500,61,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Margarita Louis-Dreyfus & family",3500,60,"Switzerland","Food & Beverage",0,703.08243536,59.6,10.1,28.8,8.574832,1
818,"Prasert Prasarttong-Osoth",3500,90,"Thailand","Healthcare",1,543.649976166,49.3,14.9,29.5,69.625582,0
818,"Ira Rennert",3500,88,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Dirk Rossmann & family",3500,76,"Germany","Fashion & Retail",1,3845.630030824,70.2,11.5,48.8,83.132799,0
818,"Arkady Rotenberg",3500,71,"Russia","Construction & Engineering",1,1699.876578871,81.9,11.4,46.2,144.373535,0
818,"Remo Ruffini",3500,61,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
818,"Vivek Chaand Sehgal",3500,66,"India","Automotive",1,2611,28.1,11.2,49.7,1366.417754,0
818,"Scott Shleifer",3500,45,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Thomas Siebel",3500,70,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Wim van der Leegte & family",3500,75,"Netherlands","Manufacturing",0,909.070395161,85,23,41.2,17.33285,0
818,"Xiao Yongming & family",3500,58,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
818,"Michael Xie",3500,54,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
818,"Yang Shaopeng",3500,65,"China","Logistics",1,19910,50.6,9.4,59.2,1397.715,0
818,"Barry Zekelman",3500,56,"Canada","Manufacturing",0,1736.42562952,68.9,12.8,24.5,36.991981,0
852,"William Ackman",3400,56,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"Somphote Ahunai",3400,55,"Thailand","Energy",1,543.649976166,49.3,14.9,29.5,69.625582,0
852,"Igor Altushkin",3400,52,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
852,"Ramon Ang",3400,69,"Philippines","Food & Beverage",1,376.79550868,35.5,14,43.1,108.116615,0
852,"Acharya Balkrishna",3400,50,"India","Food & Beverage",1,2611,28.1,11.2,49.7,1366.417754,0
852,"Markus Blocher",3400,52,"Switzerland","Manufacturing",0,703.08243536,59.6,10.1,28.8,8.574832,0
852,"Cho Jung-ho",3400,64,"South Korea","Finance & Investments",0,2029,94.3,15.6,33.2,51.709098,0
852,"Alessandra Garavoglia",3400,63,"Italy","Food & Beverage",0,2001.244392042,61.9,24.3,59.1,60.297396,1
852,"Laurence Graff & family",3400,84,"Switzerland","Fashion & Retail",1,703.08243536,59.6,10.1,28.8,8.574832,0
852,"Amos Hostetter, Jr.",3400,86,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"Robert Johnson",3400,75,"United States","Sports",0,21427.7,88.2,9.6,36.6,328.239523,0
852,"Steven Klinsky",3400,66,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"William Lauder",3400,62,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
852,"John Middleton",3400,68,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
852,"Hiroshi Mikitani",3400,58,"Japan","Fashion & Retail",1,5081.76954238,63.2,11.9,46.7,126.226568,0
852,"Bob Parsons",3400,72,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"J. Joe Ricketts & family",3400,81,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"Herb Simon",3400,88,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"Leena Tewari",3400,65,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,1
852,"Stefan von Holtzbrinck",3400,59,"Germany","Media & Entertainment",0,3845.630030824,70.2,11.5,48.8,83.132799,0
852,"Hans Peter Wild",3400,81,"Switzerland","Food & Beverage",0,703.08243536,59.6,10.1,28.8,8.574832,0
852,"Wu Guanjiang & family",3400,54,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
852,"Yi Zheng",3400,52,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
852,"Eric Yuan & family",3400,53,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
852,"Charles Zegar",3400,75,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Mohed Altrad",3300,75,"France","Construction & Engineering",1,2715.518274227,65.6,24.2,60.7,67.059887,0
878,"John Arnold",3300,49,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Bill Austin",3300,81,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Chen Shibin",3300,56,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
878,"Bennett Dorrance",3300,77,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
878,"Walter Faria",3300,68,"Brazil","Food & Beverage",1,1839.758040766,51.3,14.2,65.1,212.559417,0
878,"Walter Frey",3300,79,"Switzerland","Automotive",0,703.08243536,59.6,10.1,28.8,8.574832,0
878,"Fu Liquan & family",3300,55,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
878,"John Gandel",3300,88,"Australia","Real Estate",0,1392.680589329,113.1,23,47.4,25.766605,0
878,"Peter Gilgan",3300,72,"Canada","Construction & Engineering",1,1736.42562952,68.9,12.8,24.5,36.991981,0
878,"Kwek Leng Beng",3300,82,"Singapore","Diversified",0,372.062527489,84.8,13.1,21,5.703569,0
878,"Pablo Legorreta",3300,59,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Arnon Milchan",3300,78,"Israel","Media & Entertainment",1,395.098666122,63.4,23.1,25.3,9.0533,0
878,"Akio Nitori",3300,79,"Japan","Fashion & Retail",1,5081.76954238,63.2,11.9,46.7,126.226568,0
878,"Julio Ponce Lerou",3300,77,"Chile","Metals & Mining",1,282.318159745,88.5,18.2,34,18.952038,0
878,"Rodger Riney & family",3300,77,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Phil Ruffin",3300,88,"United States","Diversified",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Naguib Sawiris",3300,68,"Egypt","Telecom",0,303.175127598,35.2,12.5,44.4,100.388073,0
878,"Neil Shen",3300,55,"China","Finance & Investments",1,19910,50.6,9.4,59.2,1397.715,0
878,"Gil Shwed",3300,54,"Israel","Technology",1,395.098666122,63.4,23.1,25.3,9.0533,0
878,"Stephen Smith",3300,71,"Canada","Finance & Investments",1,1736.42562952,68.9,12.8,24.5,36.991981,0
878,"Nik Storonsky",3300,38,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
878,"Jeffrey Talpins",3300,48,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Carl Thoma",3300,74,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
878,"Todd Wanek",3300,59,"United States","Manufacturing",0,21427.7,88.2,9.6,36.6,328.239523,0
878,"Xue Hua",3300,53,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
878,"Takao Yasuda",3300,73,"Singapore","Fashion & Retail",1,372.062527489,84.8,13.1,21,5.703569,0
905,"Giuliana Benetton",3200,85,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,1
905,"Luciano Benetton",3200,87,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
905,"Arun Bharat Ram",3200,82,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
905,"Ron Burkle",3200,70,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
905,"Chen Kaixuan",3200,64,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
905,"Brunello Cucinelli & family",3200,69,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
905,"Antonio Del Valle Ruiz & family",3200,84,"Mexico","Manufacturing",1,1258.286717125,40.2,13.1,55.1,126.014024,0
905,"Gustavo Denegri & family",3200,86,"Italy","Healthcare",1,2001.244392042,61.9,24.3,59.1,60.297396,0
905,"Dong Jinggui",3200,53,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
905,"Charles Ergen",3200,70,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"David Filo",3200,56,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Lindsay Fox",3200,85,"Australia","Logistics",1,1392.680589329,113.1,23,47.4,25.766605,0
905,"Sergei Galitsky",3200,55,"Russia","Fashion & Retail",1,1699.876578871,81.9,11.4,46.2,144.373535,0
905,"Senapathy Gopalakrishnan",3200,67,"India","Technology",1,2611,28.1,11.2,49.7,1366.417754,0
905,"Luciano Hang",3200,60,"Brazil","Fashion & Retail",1,1839.758040766,51.3,14.2,65.1,212.559417,0
905,"Michael Hintze",3200,69,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
905,"Hu Baifan",3200,60,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
905,"Hamilton James & family",3200,71,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Lee Boo-jin",3200,52,"South Korea","Technology",0,2029,94.3,15.6,33.2,51.709098,1
905,"Li Liangbin",3200,55,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
905,"Liang Feng",3200,54,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
905,"Samir Mehta",3200,59,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
905,"Sudhir Mehta",3200,68,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
905,"Aristotelis Mistakidis",3200,61,"Switzerland","Metals & Mining",1,703.08243536,59.6,10.1,28.8,8.574832,0
905,"Geoffrey Palmer",3200,72,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
905,"Roger Penske",3200,86,"United States","Automotive",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Ravi Pillai",3200,69,"United Arab Emirates","Construction & Engineering",1,421.142267938,36.8,0.1,15.9,9.770529,0
905,"David Rubenstein",3200,73,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Hilton Schlosberg",3200,70,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Klaus-Peter Schulenberg",3200,71,"Germany","Service",1,3845.630030824,70.2,11.5,48.8,83.132799,0
905,"Lynn Schusterman & family",3200,84,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,1
905,"Isabella Seràgnoli",3200,77,"Italy","Manufacturing",0,2001.244392042,61.9,24.3,59.1,60.297396,1
905,"Shen Guojun",3200,60,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
905,"Warren Stephens",3200,66,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
905,"Pat Stryker",3200,66,"United States","Healthcare",0,21427.7,88.2,9.6,36.6,328.239523,1
905,"Roman Trotsenko",3200,52,"Russia","Logistics",1,1699.876578871,81.9,11.4,46.2,144.373535,0
905,"Harald Tschira",3200,48,"Germany","Technology",0,3845.630030824,70.2,11.5,48.8,83.132799,0
905,"Udo Tschira",3200,53,"Germany","Technology",0,3845.630030824,70.2,11.5,48.8,83.132799,0
905,"Vincent Viola",3200,67,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Wu Shaoxun",3200,67,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
905,"Steve Wynn",3200,81,"United States","Gambling & Casinos",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Jon Yarbrough",3200,65,"United States","Gambling & Casinos",1,21427.7,88.2,9.6,36.6,328.239523,0
905,"Zhou Bajin",3200,87,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
949,"Cho Tak Wong",3100,76,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
949,"John Coates",3100,53,"United Kingdom","Gambling & Casinos",1,2827.113184696,60,25.5,30.6,66.834405,0
949,"Ryan Cohen",3100,37,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
949,"Deng Wen",3100,55,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
949,"Gurbachan Singh Dhingra",3100,72,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
949,"Kuldip Singh Dhingra",3100,75,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
949,"Martin Ebner",3100,77,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
949,"Charles Edelstenne",3100,85,"France","Manufacturing",1,2715.518274227,65.6,24.2,60.7,67.059887,0
949,"Sergei Gordeev",3100,50,"Russia","Real Estate",1,1699.876578871,81.9,11.4,46.2,144.373535,0
949,"Jeff T. Green",3100,46,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
949,"Reed Hastings",3100,62,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
949,"Bertil Hult",3100,82,"Switzerland","Service",1,703.08243536,59.6,10.1,28.8,8.574832,0
949,"Miguel Krigsner",3100,73,"Brazil","Fashion & Retail",1,1839.758040766,51.3,14.2,65.1,212.559417,0
949,"Kuok Khoon Hong",3100,73,"Singapore","Manufacturing",0,372.062527489,84.8,13.1,21,5.703569,0
949,"Aerin Lauder",3100,52,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,1
949,"Sheldon Lavin",3100,90,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
949,"Vladimir Litvinenko & family",3100,67,"Russia","Manufacturing",1,1699.876578871,81.9,11.4,46.2,144.373535,0
949,"Daniel Mate",3100,59,"Switzerland","Metals & Mining",1,703.08243536,59.6,10.1,28.8,8.574832,0
949,"Ravi Modi",3100,46,"India","Fashion & Retail",1,2611,28.1,11.2,49.7,1366.417754,0
949,"Jonathan Nelson",3100,66,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
949,"Katharina Otto-Bernstein",3100,59,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,1
949,"Sergei Popov",3100,51,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
949,"Penny Pritzker",3100,63,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,1
949,"Theodore Rachmat",3100,79,"Indonesia","Diversified",0,1119.190780753,36.3,10.2,30.1,270.203917,0
949,"Renzo Rosso & family",3100,67,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
949,"Friede Springer",3100,80,"Germany","Media & Entertainment",0,3845.630030824,70.2,11.5,48.8,83.132799,1
949,"Timur Turlov",3100,35,"Kazakhstan","Finance & Investments",1,180.16174118,61.7,11.7,28.4,18.51393,0
949,"Frank VanderSloot",3100,74,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
949,"Yoo Jung-hyun",3100,53,"South Korea","Media & Entertainment",1,2029,94.3,15.6,33.2,51.709098,1
982,"Semahat Sevim Arsel",3000,94,"Turkey","Diversified",0,754.411708203,23.9,17.9,42.3,83.429615,1
982,"Nicolas Berggruen",3000,61,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
982,"George Bishop",3000,85,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Norman Braman",3000,90,"United States","Automotive",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Eva Maria Bucher-Haefner",3000,66,"Switzerland","Technology",0,703.08243536,59.6,10.1,28.8,8.574832,1
982,"Cai Dongchen",3000,70,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
982,"Jean-Pierre Cayard",3000,80,"France","Food & Beverage",0,2715.518274227,65.6,24.2,60.7,67.059887,0
982,"Todd Christopher",3000,60,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Mang Yee Chu & family",3000,63,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
982,"William Conway, Jr.",3000,73,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Jean Coutu & family",3000,95,"Canada","Fashion & Retail",1,1736.42562952,68.9,12.8,24.5,36.991981,0
982,"Edward DeBartolo, Jr.",3000,76,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
982,"Stephen Deckoff",3000,57,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Feng Hailiang",3000,62,"China","Metals & Mining",1,19910,50.6,9.4,59.2,1397.715,0
982,"Ernest Garcia, II.",3000,65,"United States","Automotive",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Sam Goi",3000,76,"Singapore","Food & Beverage",1,372.062527489,84.8,13.1,21,5.703569,0
982,"Carlos Hank Rhon",3000,75,"Mexico","Diversified",0,1258.286717125,40.2,13.1,55.1,126.014024,0
982,"Susan Carol Holland",3000,66,"Italy","Manufacturing",0,2001.244392042,61.9,24.3,59.1,60.297396,1
982,"Hui Ka Yan",3000,64,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
982,"Vivek Jain",3000,67,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
982,"Friedrich Knapp",3000,71,"Germany","Fashion & Retail",1,3845.630030824,70.2,11.5,48.8,83.132799,0
982,"Egor Kulkov",3000,51,"Switzerland","Healthcare",1,703.08243536,59.6,10.1,28.8,8.574832,0
982,"Lin Xiucheng & family",3000,67,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
982,"Harsh Mariwala",3000,71,"India","Food & Beverage",0,2611,28.1,11.2,49.7,1366.417754,0
982,"Gilles Martin",3000,59,"France","Healthcare",1,2715.518274227,65.6,24.2,60.7,67.059887,0
982,"Maja Oeri",3000,68,"Switzerland","Healthcare",0,703.08243536,59.6,10.1,28.8,8.574832,1
982,"John Paulson",3000,67,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
982,"Ajay Piramal",3000,67,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
982,"Guanghe Qiu & family",3000,71,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
982,"Stephen Rubin",3000,86,"United Kingdom","Fashion & Retail",0,2827.113184696,60,25.5,30.6,66.834405,0
982,"Robert Sands",3000,64,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
982,"Erik Selin",3000,55,"Sweden","Real Estate",1,530.832908738,67,27.9,49.1,10.285453,0
982,"Yonghong Shi & family",3000,54,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
982,"Martua Sitorus",3000,63,"Singapore","Manufacturing",1,372.062527489,84.8,13.1,21,5.703569,0
982,"Guangxin Sun",3000,60,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
982,"Sukanto Tanoto",3000,73,"Singapore","Diversified",1,372.062527489,84.8,13.1,21,5.703569,0
982,"Sunny Varkey",3000,65,"United Arab Emirates","Service",0,421.142267938,36.8,0.1,15.9,9.770529,0
982,"Gang Ye",3000,42,"Singapore","Media & Entertainment",1,372.062527489,84.8,13.1,21,5.703569,0
